,station,date,prcp,tobs
12495,USC00519281,2010-11-06,0.61,73
12496,USC00519281,2010-11-07,0.47,76
12499,USC00519281,2010-11-10,0.07,72
12501,USC00519281,2010-11-12,0.03,73
12502,USC00519281,2010-11-13,0.18,74
12503,USC00519281,2010-11-14,0.01,72
12504,USC00519281,2010-11-15,0.85,74
12505,USC00519281,2010-11-16,0.13,68
12508,USC00519281,2010-11-19,0.19,73
12510,USC00519281,2010-11-21,0.03,72
12511,USC00519281,2010-11-22,0.01,65
12514,USC00519281,2010-11-25,0.13,76
12516,USC00519281,2010-11-27,0.01,73
12517,USC00519281,2010-11-28,0.43,72
12518,USC00519281,2010-11-29,0.23,69
12519,USC00519281,2010-11-30,0.02,72
12520,USC00519281,2010-12-01,1.35,72
12521,USC00519281,2010-12-02,0.16,71
12522,USC00519281,2010-12-03,0.47,72
12528,USC00519281,2010-12-09,0.07,71
12529,USC00519281,2010-12-10,1.72,65
12530,USC00519281,2010-12-11,0.89,72
12531,USC00519281,2010-12-12,0.31,70
12532,USC00519281,2010-12-13,0.22,68
12533,USC00519281,2010-12-14,0.02,67
12538,USC00519281,2010-12-19,2.77,69
12539,USC00519281,2010-12-20,3.06,70
12540,USC00519281,2010-12-21,0.71,70
12541,USC00519281,2010-12-22,0.02,68
12542,USC00519281,2010-12-23,0.23,69
12543,USC00519281,2010-12-24,0.02,71
12544,USC00519281,2010-12-25,3.14,70
12545,USC00519281,2010-12-26,2.49,71
12546,USC00519281,2010-12-27,0.13,76
12547,USC00519281,2010-12-28,0.58,71
12548,USC00519281,2010-12-29,0.06,72
12549,USC00519281,2010-12-30,0.04,73
12550,USC00519281,2010-12-31,0.1,77
12551,USC00519281,2011-01-01,0.38,77
12552,USC00519281,2011-01-02,0.01,72
12553,USC00519281,2011-01-03,0.07,72
12555,USC00519281,2011-01-05,0.08,65
12556,USC00519281,2011-01-06,0.16,67
12558,USC00519281,2011-01-08,0.01,64
12561,USC00519281,2011-01-11,0.34,57
12562,USC00519281,2011-01-12,0.02,67
12563,USC00519281,2011-01-13,8.81,68
12564,USC00519281,2011-01-14,0.55,75
12565,USC00519281,2011-01-15,0.02,73
12567,USC00519281,2011-01-17,0.13,75
12569,USC00519281,2011-01-19,0.07,64
12570,USC00519281,2011-01-20,0.1,67
12571,USC00519281,2011-01-21,0.04,72
12575,USC00519281,2011-01-25,0.03,62
12579,USC00519281,2011-01-29,0.02,65
12581,USC00519281,2011-01-31,0.07,60
12588,USC00519281,2011-02-07,1.33,67
12589,USC00519281,2011-02-08,1.43,70
12592,USC00519281,2011-02-11,0.98,71
12593,USC00519281,2011-02-12,0.98,68
12594,USC00519281,2011-02-13,1.47,72
12597,USC00519281,2011-02-16,0.84,73
12598,USC00519281,2011-02-17,0.07,72
12599,USC00519281,2011-02-18,0.53,74
12601,USC00519281,2011-02-20,2.69,73
12602,USC00519281,2011-02-21,0.01,67
12603,USC00519281,2011-02-22,0.03,70
12605,USC00519281,2011-02-24,1.06,67
12606,USC00519281,2011-02-25,0.03,63
12608,USC00519281,2011-02-27,0.01,74
12610,USC00519281,2011-03-01,0.03,66
12612,USC00519281,2011-03-03,0.69,69
12613,USC00519281,2011-03-04,1.25,70
12614,USC00519281,2011-03-05,0.26,67
12615,USC00519281,2011-03-06,1.51,74
12616,USC00519281,2011-03-07,0.01,73
12617,USC00519281,2011-03-08,0.39,69
12618,USC00519281,2011-03-09,0.01,72
12619,USC00519281,2011-03-10,2.39,70
12620,USC00519281,2011-03-11,0.34,70
12621,USC00519281,2011-03-12,0.01,76
12622,USC00519281,2011-03-13,0.01,72
12626,USC00519281,2011-03-17,0.04,71
12627,USC00519281,2011-03-18,0.09,73
12628,USC00519281,2011-03-19,0.17,71
12629,USC00519281,2011-03-20,0.17,72
12631,USC00519281,2011-03-22,0.1,70
12632,USC00519281,2011-03-23,0.17,72
12633,USC00519281,2011-03-24,0.21,71
12634,USC00519281,2011-03-25,0.02,74
12635,USC00519281,2011-03-26,0.02,73
12636,USC00519281,2011-03-27,0.1,73
12638,USC00519281,2011-03-29,0.09,70
12639,USC00519281,2011-03-30,0.04,76
12641,USC00519281,2011-04-01,0.4,71
12642,USC00519281,2011-04-02,0.09,68
12643,USC00519281,2011-04-03,0.01,73
12644,USC00519281,2011-04-04,0.01,72
12645,USC00519281,2011-04-05,0.01,71
12646,USC00519281,2011-04-06,0.25,68
12647,USC00519281,2011-04-07,0.95,66
12648,USC00519281,2011-04-08,0.5,67
12649,USC00519281,2011-04-09,0.32,76
12653,USC00519281,2011-04-13,0.03,65
12654,USC00519281,2011-04-14,0.18,70
12655,USC00519281,2011-04-15,0.06,67
12656,USC00519281,2011-04-16,0.12,71
12664,USC00519281,2011-04-24,0.02,77
12666,USC00519281,2011-04-26,0.15,69
12667,USC00519281,2011-04-27,0.05,71
12669,USC00519281,2011-04-29,0.06,69
12670,USC00519281,2011-04-30,0.41,68
12671,USC00519281,2011-05-01,0.03,71
12672,USC00519281,2011-05-02,1.58,70
12673,USC00519281,2011-05-03,0.4,69
12674,USC00519281,2011-05-04,0.14,72
12675,USC00519281,2011-05-05,0.16,71
12676,USC00519281,2011-05-06,0.94,68
12677,USC00519281,2011-05-07,1.5,70
12678,USC00519281,2011-05-08,3.14,73
12679,USC00519281,2011-05-09,1.18,73
12680,USC00519281,2011-05-10,0.36,74
12681,USC00519281,2011-05-11,1.33,72
12682,USC00519281,2011-05-12,0.14,70
12683,USC00519281,2011-05-13,0.02,74
12687,USC00519281,2011-05-17,0.05,68
12688,USC00519281,2011-05-18,0.64,69
12689,USC00519281,2011-05-19,0.11,67
12690,USC00519281,2011-05-20,0.01,73
12691,USC00519281,2011-05-21,0.09,72
12692,USC00519281,2011-05-22,0.06,76
12693,USC00519281,2011-05-23,0.1,72
12695,USC00519281,2011-05-25,0.01,72
12696,USC00519281,2011-05-26,0.01,73
12697,USC00519281,2011-05-27,0.23,73
12698,USC00519281,2011-05-28,0.03,74
12699,USC00519281,2011-05-29,0.08,78
12700,USC00519281,2011-05-30,0.02,72
12701,USC00519281,2011-05-31,0.01,72
12702,USC00519281,2011-06-01,0.22,72
12703,USC00519281,2011-06-02,0.42,73
12704,USC00519281,2011-06-03,0.33,73
12705,USC00519281,2011-06-08,0.03,77
12706,USC00519281,2011-06-09,0.05,76
12707,USC00519281,2011-06-10,0.03,79
12708,USC00519281,2011-06-11,0.03,78
12709,USC00519281,2011-06-12,0.32,82
12710,USC00519281,2011-06-13,0.05,79
12711,USC00519281,2011-06-14,0.16,76
12713,USC00519281,2011-06-16,0.06,74
12714,USC00519281,2011-06-17,0.03,73
12715,USC00519281,2011-06-18,0.01,79
12716,USC00519281,2011-06-19,0.14,77
12717,USC00519281,2011-06-20,0.05,73
12718,USC00519281,2011-06-21,0.57,72
12719,USC00519281,2011-06-22,0.61,72
12720,USC00519281,2011-06-23,0.06,73
12721,USC00519281,2011-06-24,0.81,74
12722,USC00519281,2011-06-25,0.01,77
12723,USC00519281,2011-06-26,0.11,73
12724,USC00519281,2011-06-27,0.09,73
12725,USC00519281,2011-06-28,0.12,72
12726,USC00519281,2011-06-29,0.08,72
12727,USC00519281,2011-06-30,0.03,67
12728,USC00519281,2011-07-01,0.02,72
12729,USC00519281,2011-07-02,0.02,75
12731,USC00519281,2011-07-04,0.02,76
12732,USC00519281,2011-07-05,0.06,77
12733,USC00519281,2011-07-06,0.03,73
12734,USC00519281,2011-07-07,0.15,72
12735,USC00519281,2011-07-08,0.09,74
12736,USC00519281,2011-07-09,0.05,79
12737,USC00519281,2011-07-10,0.04,77
12738,USC00519281,2011-07-11,0.08,71
12739,USC00519281,2011-07-12,0.01,72
12740,USC00519281,2011-07-13,0.01,73
12741,USC00519281,2011-07-14,0.06,72
12742,USC00519281,2011-07-15,0.22,72
12743,USC00519281,2011-07-16,0.05,75
12744,USC00519281,2011-07-17,0.17,77
12745,USC00519281,2011-07-18,0.04,73
12747,USC00519281,2011-07-20,0.06,71
12748,USC00519281,2011-07-21,0.28,73
12749,USC00519281,2011-07-22,0.12,74
12750,USC00519281,2011-07-23,0.01,79
12751,USC00519281,2011-07-24,0.02,77
12752,USC00519281,2011-07-25,0.24,69
12753,USC00519281,2011-07-26,0.02,73
12754,USC00519281,2011-07-27,0.25,73
12755,USC00519281,2011-07-28,0.09,73
12756,USC00519281,2011-07-29,0.07,72
12757,USC00519281,2011-07-30,0.85,77
12760,USC00519281,2011-08-02,0.08,74
12761,USC00519281,2011-08-03,0.05,77
12762,USC00519281,2011-08-04,0.12,75
12763,USC00519281,2011-08-05,0.07,75
12764,USC00519281,2011-08-06,0.02,78
12765,USC00519281,2011-08-07,0.08,79
12767,USC00519281,2011-08-09,0.42,73
12768,USC00519281,2011-08-10,0.01,79
12770,USC00519281,2011-08-12,0.02,78
12771,USC00519281,2011-08-13,0.11,73
12772,USC00519281,2011-08-14,0.08,77
12773,USC00519281,2011-08-15,0.01,80
12774,USC00519281,2011-08-16,0.05,77
12775,USC00519281,2011-08-17,0.05,77
12777,USC00519281,2011-08-19,0.04,78
12778,USC00519281,2011-08-20,0.07,81
12779,USC00519281,2011-08-21,0.25,75
12780,USC00519281,2011-08-22,0.18,75
12781,USC00519281,2011-08-23,0.17,76
12782,USC00519281,2011-08-24,0.03,75
12783,USC00519281,2011-08-25,0.01,79
12784,USC00519281,2011-08-26,0.04,78
12785,USC00519281,2011-08-27,0.03,78
12786,USC00519281,2011-08-28,0.41,78
12787,USC00519281,2011-08-29,0.07,78
12788,USC00519281,2011-08-30,0.17,76
12789,USC00519281,2011-08-31,0.07,77
12790,USC00519281,2011-09-01,0.09,81
12791,USC00519281,2011-09-02,0.14,78
12794,USC00519281,2011-09-05,0.03,77
12795,USC00519281,2011-09-06,0.03,70
12797,USC00519281,2011-09-08,0.08,68
12799,USC00519281,2011-09-10,0.36,70
12800,USC00519281,2011-09-11,0.18,77
12802,USC00519281,2011-09-13,0.01,70
12803,USC00519281,2011-09-14,0.11,71
12804,USC00519281,2011-09-15,0.09,73
12805,USC00519281,2011-09-16,1.25,74
12806,USC00519281,2011-09-17,0.09,74
12807,USC00519281,2011-09-18,0.42,76
12808,USC00519281,2011-09-19,0.14,74
12809,USC00519281,2011-09-20,0.03,74
12810,USC00519281,2011-09-21,0.02,74
12811,USC00519281,2011-09-22,0.16,70
12813,USC00519281,2011-09-24,0.02,79
12817,USC00519281,2011-09-28,0.1,72
12818,USC00519281,2011-09-29,0.03,73
12819,USC00519281,2011-09-30,0.08,71
12820,USC00519281,2011-10-01,0.01,77
12823,USC00519281,2011-10-04,0.05,73
12824,USC00519281,2011-10-05,0.14,74
12825,USC00519281,2011-10-06,0.02,71
12826,USC00519281,2011-10-07,0.15,74
12827,USC00519281,2011-10-08,0.13,75
12828,USC00519281,2011-10-09,0.07,73
12830,USC00519281,2011-10-11,0.08,71
12831,USC00519281,2011-10-12,0.01,68
12832,USC00519281,2011-10-13,0.06,69
12833,USC00519281,2011-10-14,0.01,71
12834,USC00519281,2011-10-15,0.22,75
12835,USC00519281,2011-10-16,0.06,74
12837,USC00519281,2011-10-18,0.01,67
12838,USC00519281,2011-10-19,0.38,67
12839,USC00519281,2011-10-20,0.13,69
12841,USC00519281,2011-10-22,0.34,71
12842,USC00519281,2011-10-23,1.48,72
12843,USC00519281,2011-10-24,2.4,69
12844,USC00519281,2011-10-25,0.03,71
12847,USC00519281,2011-10-28,0.3,69
12848,USC00519281,2011-10-29,0.09,71
12849,USC00519281,2011-10-30,0.03,70
12850,USC00519281,2011-10-31,0.55,69
12851,USC00519281,2011-11-01,1.68,75
12852,USC00519281,2011-11-02,0.03,72
12853,USC00519281,2011-11-03,0.29,72
12854,USC00519281,2011-11-04,1.27,71
12855,USC00519281,2011-11-05,0.1,73
12856,USC00519281,2011-11-06,0.12,75
12857,USC00519281,2011-11-07,0.05,71
12858,USC00519281,2011-11-08,0.08,71
12859,USC00519281,2011-11-09,0.06,71
12862,USC00519281,2011-11-12,0.02,73
12863,USC00519281,2011-11-13,0.08,71
12864,USC00519281,2011-11-14,0.01,68
12867,USC00519281,2011-11-17,0.01,71
12868,USC00519281,2011-11-18,0.04,73
12869,USC00519281,2011-11-19,0.26,74
12870,USC00519281,2011-11-20,0.06,72
12871,USC00519281,2011-11-21,0.22,71
12872,USC00519281,2011-11-22,0.05,70
12873,USC00519281,2011-11-23,0.01,72
12877,USC00519281,2011-11-27,0.01,71
12879,USC00519281,2011-11-29,0.01,67
12880,USC00519281,2011-11-30,0.54,68
12881,USC00519281,2011-12-01,0.05,67
12882,USC00519281,2011-12-02,0.29,69
12883,USC00519281,2011-12-03,0.07,72
12884,USC00519281,2011-12-04,0.02,74
12885,USC00519281,2011-12-05,0.01,71
12887,USC00519281,2011-12-07,0.05,68
12889,USC00519281,2011-12-09,0.1,66
12890,USC00519281,2011-12-10,0.23,72
12891,USC00519281,2011-12-11,1.16,70
12892,USC00519281,2011-12-12,0.65,70
12893,USC00519281,2011-12-13,1.02,70
12894,USC00519281,2011-12-14,0.07,70
12895,USC00519281,2011-12-15,0.3,73
12896,USC00519281,2011-12-16,0.03,71
12897,USC00519281,2011-12-17,0.38,69
12898,USC00519281,2011-12-18,0.1,73
12899,USC00519281,2011-12-19,0.29,72
12900,USC00519281,2011-12-20,0.01,71
12901,USC00519281,2011-12-21,0.58,69
12902,USC00519281,2011-12-22,0.11,70
12903,USC00519281,2011-12-23,0.12,69
12904,USC00519281,2011-12-24,0.11,70
12905,USC00519281,2011-12-25,0.04,75
12907,USC00519281,2011-12-27,0.05,70
12908,USC00519281,2011-12-28,0.02,69
12910,USC00519281,2011-12-30,0.01,65
12911,USC00519281,2011-12-31,0.1,67
12912,USC00519281,2012-01-01,0.05,71
12913,USC00519281,2012-01-02,0.15,71
12916,USC00519281,2012-01-05,0.05,70
12920,USC00519281,2012-01-09,0.03,65
12923,USC00519281,2012-01-12,0.07,62
12927,USC00519281,2012-01-16,0.46,73
12928,USC00519281,2012-01-17,0.08,74
12929,USC00519281,2012-01-18,0.01,75
12930,USC00519281,2012-01-19,0.01,71
12934,USC00519281,2012-01-23,0.24,64
12936,USC00519281,2012-01-25,1.67,68
12939,USC00519281,2012-01-28,0.17,73
12940,USC00519281,2012-01-29,0.05,73
12941,USC00519281,2012-01-30,0.14,63
12942,USC00519281,2012-01-31,0.01,67
12949,USC00519281,2012-02-07,0.62,70
12950,USC00519281,2012-02-08,0.49,61
12951,USC00519281,2012-02-09,0.01,60
12955,USC00519281,2012-02-13,0.02,70
12957,USC00519281,2012-02-15,0.01,66
12959,USC00519281,2012-02-17,0.04,69
12960,USC00519281,2012-02-18,0.12,70
12961,USC00519281,2012-02-19,0.6,69
12964,USC00519281,2012-02-22,0.03,70
12965,USC00519281,2012-02-23,0.19,70
12966,USC00519281,2012-02-24,0.05,69
12968,USC00519281,2012-02-26,0.85,70
12969,USC00519281,2012-02-27,0.02,69
12970,USC00519281,2012-02-28,0.05,70
12971,USC00519281,2012-02-29,0.04,70
12974,USC00519281,2012-03-03,4.68,71
12975,USC00519281,2012-03-04,0.07,69
12976,USC00519281,2012-03-05,6.24,65
12977,USC00519281,2012-03-06,2.59,66
12978,USC00519281,2012-03-07,1.68,66
12979,USC00519281,2012-03-08,0.53,68
12980,USC00519281,2012-03-09,1.44,68
12981,USC00519281,2012-03-10,3.47,73
12982,USC00519281,2012-03-11,0.14,72
12983,USC00519281,2012-03-12,0.23,70
12985,USC00519281,2012-03-14,0.02,69
12987,USC00519281,2012-03-16,0.04,70
12988,USC00519281,2012-03-17,0.02,75
12989,USC00519281,2012-03-18,0.1,69
12990,USC00519281,2012-03-19,0.29,69
12991,USC00519281,2012-03-20,0.12,64
12993,USC00519281,2012-03-22,0.2,68
12994,USC00519281,2012-03-23,0.01,69
12995,USC00519281,2012-03-24,0.12,72
12996,USC00519281,2012-03-25,0.32,70
12997,USC00519281,2012-03-26,0.1,70
12998,USC00519281,2012-03-27,0.06,66
13001,USC00519281,2012-03-30,0.02,68
13006,USC00519281,2012-04-04,0.06,69
13007,USC00519281,2012-04-05,0.11,71
13009,USC00519281,2012-04-07,0.16,73
13010,USC00519281,2012-04-08,0.02,74
13011,USC00519281,2012-04-09,0.22,68
13012,USC00519281,2012-04-10,0.73,65
13013,USC00519281,2012-04-11,0.43,65
13014,USC00519281,2012-04-12,0.47,68
13015,USC00519281,2012-04-13,0.37,64
13016,USC00519281,2012-04-14,0.01,76
13017,USC00519281,2012-04-15,0.04,68
13018,USC00519281,2012-04-16,0.05,71
13022,USC00519281,2012-04-20,0.02,70
13024,USC00519281,2012-04-22,0.19,70
13025,USC00519281,2012-04-23,0.16,69
13026,USC00519281,2012-04-24,0.01,69
13027,USC00519281,2012-04-25,0.02,67
13028,USC00519281,2012-04-26,0.02,70
13029,USC00519281,2012-04-27,0.38,67
13030,USC00519281,2012-04-28,0.12,77
13032,USC00519281,2012-04-30,0.05,71
13034,USC00519281,2012-05-02,0.18,70
13035,USC00519281,2012-05-03,0.14,70
13036,USC00519281,2012-05-04,0.18,70
13037,USC00519281,2012-05-05,0.18,75
13038,USC00519281,2012-05-06,0.01,74
13039,USC00519281,2012-05-07,0.06,71
13040,USC00519281,2012-05-08,0.02,71
13041,USC00519281,2012-05-09,0.01,69
13043,USC00519281,2012-05-11,0.06,76
13048,USC00519281,2012-05-16,0.01,69
13049,USC00519281,2012-05-17,0.02,72
13050,USC00519281,2012-05-18,0.05,72
13051,USC00519281,2012-05-19,0.16,76
13053,USC00519281,2012-05-21,0.08,71
13056,USC00519281,2012-05-24,0.01,73
13057,USC00519281,2012-05-25,0.02,71
13058,USC00519281,2012-05-26,0.08,74
13059,USC00519281,2012-05-27,0.02,74
13060,USC00519281,2012-05-28,0.06,75
13062,USC00519281,2012-05-30,0.01,71
13063,USC00519281,2012-05-31,0.02,71
13064,USC00519281,2012-06-01,0.02,71
13065,USC00519281,2012-06-02,0.08,73
13069,USC00519281,2012-06-06,0.1,70
13070,USC00519281,2012-06-07,0.07,72
13071,USC00519281,2012-06-08,0.01,73
13074,USC00519281,2012-06-11,0.11,72
13075,USC00519281,2012-06-12,0.16,77
13076,USC00519281,2012-06-13,0.07,69
13077,USC00519281,2012-06-14,0.21,69
13080,USC00519281,2012-06-17,0.02,78
13082,USC00519281,2012-06-19,0.02,72
13083,USC00519281,2012-06-20,0.33,71
13084,USC00519281,2012-06-21,0.26,72
13085,USC00519281,2012-06-22,0.03,72
13086,USC00519281,2012-06-23,0.35,73
13087,USC00519281,2012-06-24,0.14,71
13088,USC00519281,2012-06-25,0.13,70
13089,USC00519281,2012-06-26,0.22,71
13090,USC00519281,2012-06-27,0.43,68
13091,USC00519281,2012-06-28,0.01,72
13092,USC00519281,2012-06-29,0.14,71
13093,USC00519281,2012-06-30,0.01,78
13094,USC00519281,2012-07-01,0.14,77
13095,USC00519281,2012-07-02,0.23,73
13096,USC00519281,2012-07-03,0.55,71
13097,USC00519281,2012-07-04,0.3,74
13098,USC00519281,2012-07-05,0.18,76
13099,USC00519281,2012-07-06,0.14,76
13100,USC00519281,2012-07-07,0.21,74
13103,USC00519281,2012-07-10,0.01,71
13104,USC00519281,2012-07-11,0.01,71
13106,USC00519281,2012-07-13,0.23,72
13107,USC00519281,2012-07-14,0.14,73
13108,USC00519281,2012-07-15,0.02,80
13109,USC00519281,2012-07-16,0.13,72
13110,USC00519281,2012-07-17,0.21,72
13111,USC00519281,2012-07-18,0.12,73
13112,USC00519281,2012-07-19,0.13,72
13113,USC00519281,2012-07-20,0.08,69
13114,USC00519281,2012-07-21,0.23,69
13115,USC00519281,2012-07-22,0.03,75
13116,USC00519281,2012-07-23,0.18,72
13117,USC00519281,2012-07-24,0.01,73
13118,USC00519281,2012-07-25,0.04,73
13121,USC00519281,2012-07-28,0.42,73
13122,USC00519281,2012-07-29,0.24,72
13123,USC00519281,2012-07-30,0.12,73
13124,USC00519281,2012-07-31,0.09,74
13128,USC00519281,2012-08-04,0.02,74
13129,USC00519281,2012-08-05,0.18,75
13131,USC00519281,2012-08-07,0.04,74
13132,USC00519281,2012-08-08,0.01,72
13133,USC00519281,2012-08-09,0.04,74
13134,USC00519281,2012-08-10,0.01,72
13135,USC00519281,2012-08-11,0.11,75
13136,USC00519281,2012-08-12,0.07,74
13137,USC00519281,2012-08-13,0.01,74
13138,USC00519281,2012-08-14,0.03,73
13140,USC00519281,2012-08-16,0.01,82
13142,USC00519281,2012-08-18,0.28,77
13143,USC00519281,2012-08-19,0.04,73
13144,USC00519281,2012-08-20,0.02,73
13146,USC00519281,2012-08-22,0.68,71
13147,USC00519281,2012-08-23,0.06,74
13148,USC00519281,2012-08-24,0.01,73
13151,USC00519281,2012-08-27,0.03,73
13152,USC00519281,2012-08-28,0.76,79
13153,USC00519281,2012-08-29,0.3,72
13154,USC00519281,2012-08-30,0.32,77
13155,USC00519281,2012-08-31,0.03,76
13156,USC00519281,2012-09-01,0.02,73
13157,USC00519281,2012-09-02,0.33,78
13158,USC00519281,2012-09-03,0.07,77
13159,USC00519281,2012-09-04,0.02,76
13160,USC00519281,2012-09-05,0.06,73
13161,USC00519281,2012-09-06,0.06,75
13162,USC00519281,2012-09-07,0.13,75
13163,USC00519281,2012-09-08,0.05,73
13164,USC00519281,2012-09-09,0.29,75
13165,USC00519281,2012-09-10,0.43,75
13166,USC00519281,2012-09-11,0.2,71
13167,USC00519281,2012-09-12,0.03,73
13169,USC00519281,2012-09-14,0.1,74
13170,USC00519281,2012-09-15,0.09,76
13171,USC00519281,2012-09-16,0.14,74
13172,USC00519281,2012-09-17,0.01,76
13174,USC00519281,2012-09-19,0.53,73
13175,USC00519281,2012-09-20,0.39,73
13176,USC00519281,2012-09-21,0.73,76
13178,USC00519281,2012-09-23,0.06,74
13179,USC00519281,2012-09-24,0.15,75
13180,USC00519281,2012-09-25,0.05,74
13181,USC00519281,2012-09-26,0.02,74
13183,USC00519281,2012-09-28,0.1,75
13184,USC00519281,2012-09-29,0.02,72
13185,USC00519281,2012-09-30,0.01,73
13186,USC00519281,2012-10-01,0.12,70
13187,USC00519281,2012-10-02,0.12,71
13193,USC00519281,2012-10-08,0.12,74
13194,USC00519281,2012-10-09,0.01,74
13196,USC00519281,2012-10-11,0.05,74
13199,USC00519281,2012-10-14,0.04,75
13200,USC00519281,2012-10-15,0.23,72
13201,USC00519281,2012-10-16,0.03,72
13202,USC00519281,2012-10-17,0.23,68
13203,USC00519281,2012-10-18,0.03,69
13204,USC00519281,2012-10-19,0.09,73
13206,USC00519281,2012-10-21,0.12,76
13209,USC00519281,2012-10-24,0.02,72
13210,USC00519281,2012-10-25,0.28,71
13211,USC00519281,2012-10-26,0.01,68
13213,USC00519281,2012-10-28,0.09,75
13214,USC00519281,2012-10-29,0.04,72
13215,USC00519281,2012-10-30,0.03,71
13216,USC00519281,2012-10-31,0.05,71
13217,USC00519281,2012-11-01,0.04,65
13222,USC00519281,2012-11-06,0.13,74
13223,USC00519281,2012-11-07,0.24,72
13224,USC00519281,2012-11-08,0.01,72
13225,USC00519281,2012-11-09,0.08,73
13226,USC00519281,2012-11-10,0.07,72
13229,USC00519281,2012-11-13,0.02,73
13230,USC00519281,2012-11-14,0.12,73
13231,USC00519281,2012-11-15,0.11,71
13232,USC00519281,2012-11-16,0.17,68
13233,USC00519281,2012-11-17,0.13,69
13234,USC00519281,2012-11-18,0.19,75
13235,USC00519281,2012-11-19,0.19,71
13238,USC00519281,2012-11-22,0.2,65
13239,USC00519281,2012-11-23,0.02,66
13240,USC00519281,2012-11-24,0.06,74
13241,USC00519281,2012-11-25,0.01,71
13246,USC00519281,2012-11-30,0.01,61
13250,USC00519281,2012-12-04,0.02,67
13251,USC00519281,2012-12-05,0.32,72
13252,USC00519281,2012-12-06,0.01,69
13256,USC00519281,2012-12-10,0.08,72
13258,USC00519281,2012-12-12,0.02,72
13259,USC00519281,2012-12-13,0.13,68
13260,USC00519281,2012-12-14,0.25,74
13261,USC00519281,2012-12-15,0.21,73
13262,USC00519281,2012-12-16,0.08,73
13263,USC00519281,2012-12-17,0.14,72
13264,USC00519281,2012-12-18,0.46,70
13265,USC00519281,2012-12-19,0.25,70
13266,USC00519281,2012-12-20,0.34,71
13267,USC00519281,2012-12-21,0.05,70
13268,USC00519281,2012-12-22,0.01,72
13269,USC00519281,2012-12-23,0.1,65
13271,USC00519281,2012-12-25,0.04,73
13275,USC00519281,2012-12-29,0.01,69
13276,USC00519281,2012-12-30,0.35,69
13277,USC00519281,2012-12-31,0.42,66
13278,USC00519281,2013-01-01,0.36,70
13279,USC00519281,2013-01-02,0.19,69
13280,USC00519281,2013-01-03,0.71,69
13281,USC00519281,2013-01-04,0.26,69
13282,USC00519281,2013-01-05,0.19,71
13283,USC00519281,2013-01-06,0.25,72
13284,USC00519281,2013-01-07,0.11,70
13285,USC00519281,2013-01-08,0.16,70
13286,USC00519281,2013-01-09,0.58,69
13287,USC00519281,2013-01-10,0.14,68
13288,USC00519281,2013-01-11,0.01,70
13289,USC00519281,2013-01-12,0.13,69
13290,USC00519281,2013-01-13,0.03,72
13291,USC00519281,2013-01-14,0.02,72
13292,USC00519281,2013-01-15,0.88,63
13293,USC00519281,2013-01-16,0.02,54
13294,USC00519281,2013-01-17,0.04,61
13296,USC00519281,2013-01-19,0.01,72
13300,USC00519281,2013-01-23,0.99,68
13301,USC00519281,2013-01-24,0.97,65
13302,USC00519281,2013-01-25,0.02,70
13303,USC00519281,2013-01-26,0.06,71
13304,USC00519281,2013-01-27,0.06,71
13305,USC00519281,2013-01-28,2.84,65
13306,USC00519281,2013-01-29,1.16,65
13307,USC00519281,2013-01-30,0.13,63
13308,USC00519281,2013-01-31,0.02,68
13309,USC00519281,2013-02-01,0.02,69
13313,USC00519281,2013-02-05,0.02,70
13315,USC00519281,2013-02-07,0.26,69
13316,USC00519281,2013-02-08,0.07,69
13319,USC00519281,2013-02-11,0.14,71
13320,USC00519281,2013-02-12,0.06,68
13321,USC00519281,2013-02-13,0.05,68
13323,USC00519281,2013-02-15,0.01,70
13324,USC00519281,2013-02-16,0.06,70
13327,USC00519281,2013-02-19,0.06,72
13328,USC00519281,2013-02-20,0.29,72
13329,USC00519281,2013-02-21,0.14,69
13330,USC00519281,2013-02-22,1.02,69
13331,USC00519281,2013-02-23,0.43,69
13332,USC00519281,2013-02-24,0.24,70
13333,USC00519281,2013-02-25,0.01,71
13334,USC00519281,2013-02-26,0.24,70
13335,USC00519281,2013-02-27,0.01,72
13337,USC00519281,2013-03-01,0.03,71
13343,USC00519281,2013-03-07,0.08,73
13344,USC00519281,2013-03-08,0.01,71
13345,USC00519281,2013-03-09,0.01,74
13346,USC00519281,2013-03-10,2.25,68
13347,USC00519281,2013-03-11,1.48,62
13348,USC00519281,2013-03-12,0.01,64
13349,USC00519281,2013-03-13,0.04,68
13358,USC00519281,2013-03-22,0.09,74
13359,USC00519281,2013-03-23,0.16,69
13360,USC00519281,2013-03-24,0.86,68
13361,USC00519281,2013-03-25,1.03,69
13362,USC00519281,2013-03-26,0.02,70
13363,USC00519281,2013-03-27,0.04,71
13364,USC00519281,2013-03-28,0.52,70
13365,USC00519281,2013-03-29,0.28,70
13366,USC00519281,2013-03-30,0.18,72
13367,USC00519281,2013-03-31,0.04,62
13369,USC00519281,2013-04-02,0.02,66
13371,USC00519281,2013-04-04,0.11,71
13373,USC00519281,2013-04-06,0.17,73
13374,USC00519281,2013-04-07,0.03,75
13377,USC00519281,2013-04-10,0.04,75
13378,USC00519281,2013-04-11,0.02,74
13379,USC00519281,2013-04-12,0.2,73
13380,USC00519281,2013-04-13,0.09,74
13381,USC00519281,2013-04-14,0.01,70
13382,USC00519281,2013-04-15,0.79,70
13383,USC00519281,2013-04-16,0.12,63
