,id,station,date,prcp,tobs
1796,4138,USC00513117,2013-12-10,0.01,76
1797,4139,USC00513117,2013-12-11,0.13,75
1798,4141,USC00513117,2013-12-13,0.01,75
1799,4144,USC00513117,2013-12-16,1.31,68
1800,4145,USC00513117,2013-12-17,0.01,68
1801,4146,USC00513117,2013-12-18,0.01,72
1802,4147,USC00513117,2013-12-19,1.0,70
1803,4148,USC00513117,2013-12-20,0.41,72
1804,4149,USC00513117,2013-12-21,0.01,75
1805,4150,USC00513117,2013-12-22,0.02,69
1806,4151,USC00513117,2013-12-23,0.02,72
1807,4152,USC00513117,2013-12-24,0.01,73
1808,4153,USC00513117,2013-12-25,0.02,73
1809,4154,USC00513117,2013-12-26,0.02,72
1810,4156,USC00513117,2013-12-28,0.02,74
1811,4157,USC00513117,2013-12-29,0.03,73
1812,4159,USC00513117,2013-12-31,0.09,68
1813,4162,USC00513117,2014-01-03,1.59,67
1814,4163,USC00513117,2014-01-04,0.01,71
1815,4164,USC00513117,2014-01-05,0.02,69
1816,4165,USC00513117,2014-01-06,0.19,66
1817,4166,USC00513117,2014-01-07,0.01,71
1818,4168,USC00513117,2014-01-09,0.12,66
1819,4170,USC00513117,2014-01-11,0.14,68
1820,4173,USC00513117,2014-01-14,0.89,72
1821,4174,USC00513117,2014-01-15,0.19,68
1822,4175,USC00513117,2014-01-16,0.04,72
1823,4177,USC00513117,2014-01-18,0.03,67
1824,4179,USC00513117,2014-01-20,0.02,66
1825,4181,USC00513117,2014-01-22,0.65,71
1826,4186,USC00513117,2014-01-27,0.31,68
1827,4187,USC00513117,2014-01-28,0.43,70
1828,4188,USC00513117,2014-01-29,0.51,69
1829,4189,USC00513117,2014-01-30,0.2,66
1830,4191,USC00513117,2014-02-01,0.12,74
1831,4192,USC00513117,2014-02-02,0.27,68
1832,4194,USC00513117,2014-02-04,0.88,67
1833,4195,USC00513117,2014-02-05,0.39,71
1834,4196,USC00513117,2014-02-06,0.05,72
1835,4197,USC00513117,2014-02-07,0.06,70
1836,4198,USC00513117,2014-02-08,1.1,68
1837,4199,USC00513117,2014-02-09,0.36,72
1838,4200,USC00513117,2014-02-10,0.01,72
1839,4204,USC00513117,2014-02-14,0.01,74
1840,4205,USC00513117,2014-02-15,0.33,73
1841,4206,USC00513117,2014-02-16,0.04,73
1842,4207,USC00513117,2014-02-17,0.29,74
1843,4208,USC00513117,2014-02-18,0.16,72
1844,4209,USC00513117,2014-02-19,0.81,71
1845,4210,USC00513117,2014-02-20,0.01,72
1846,4211,USC00513117,2014-02-21,0.12,70
1847,4212,USC00513117,2014-02-22,0.13,71
1848,4215,USC00513117,2014-02-25,0.01,67
1849,4216,USC00513117,2014-02-26,0.08,66
1850,4217,USC00513117,2014-02-27,0.09,69
1851,4218,USC00513117,2014-02-28,0.04,73
1852,4219,USC00513117,2014-03-01,0.16,72
1853,4220,USC00513117,2014-03-02,0.34,70
1854,4221,USC00513117,2014-03-03,0.26,66
1855,4225,USC00513117,2014-03-07,0.12,74
1856,4226,USC00513117,2014-03-08,0.94,67
1857,4227,USC00513117,2014-03-09,0.34,72
1858,4228,USC00513117,2014-03-10,0.05,73
1859,4229,USC00513117,2014-03-11,0.05,72
1860,4232,USC00513117,2014-03-14,0.08,71
1861,4233,USC00513117,2014-03-15,0.1,70
1862,4234,USC00513117,2014-03-16,0.01,69
1863,4235,USC00513117,2014-03-17,0.04,68
1864,4237,USC00513117,2014-03-19,0.01,71
1865,4239,USC00513117,2014-03-21,0.02,72
1866,4243,USC00513117,2014-03-25,0.02,71
1867,4244,USC00513117,2014-03-26,0.45,74
1868,4245,USC00513117,2014-03-27,0.4,72
1869,4246,USC00513117,2014-03-28,1.7,69
1870,4247,USC00513117,2014-03-29,1.6,70
1871,4248,USC00513117,2014-03-30,0.93,73
1872,4249,USC00513117,2014-03-31,0.03,78
1873,4250,USC00513117,2014-04-01,0.03,75
1874,4251,USC00513117,2014-04-02,0.2,73
1875,4252,USC00513117,2014-04-03,0.05,73
1876,4253,USC00513117,2014-04-04,0.01,78
1877,4254,USC00513117,2014-04-05,0.03,73
1878,4255,USC00513117,2014-04-06,0.1,67
1879,4256,USC00513117,2014-04-07,0.23,70
1880,4257,USC00513117,2014-04-08,0.02,69
1881,4260,USC00513117,2014-04-11,0.01,70
1882,4261,USC00513117,2014-04-12,0.39,70
1883,4262,USC00513117,2014-04-13,0.01,72
1884,4263,USC00513117,2014-04-14,0.01,72
1885,4264,USC00513117,2014-04-15,0.01,71
1886,4265,USC00513117,2014-04-16,0.06,72
1887,4266,USC00513117,2014-04-18,0.05,74
1888,4267,USC00513117,2014-04-19,0.14,74
1889,4268,USC00513117,2014-04-20,0.03,72
1890,4269,USC00513117,2014-04-21,0.09,69
1891,4270,USC00513117,2014-04-22,0.12,73
1892,4273,USC00513117,2014-04-25,0.26,72
1893,4274,USC00513117,2014-04-26,0.02,73
1894,4275,USC00513117,2014-04-27,0.2,70
1895,4276,USC00513117,2014-04-28,0.32,68
1896,4278,USC00513117,2014-05-01,0.02,66
1897,4279,USC00513117,2014-05-02,0.57,69
1898,4280,USC00513117,2014-05-03,0.3,71
1899,4281,USC00513117,2014-05-04,0.01,72
1900,4282,USC00513117,2014-05-05,0.02,72
1901,4283,USC00513117,2014-05-06,0.19,72
1902,4285,USC00513117,2014-05-08,0.02,71
1903,4286,USC00513117,2014-05-09,0.13,70
1904,4287,USC00513117,2014-05-10,0.09,73
1905,4288,USC00513117,2014-05-11,0.17,76
1906,4289,USC00513117,2014-05-12,0.48,73
1907,4290,USC00513117,2014-05-13,0.13,71
1908,4293,USC00513117,2014-05-16,0.55,70
1909,4294,USC00513117,2014-05-17,0.12,75
1910,4295,USC00513117,2014-05-18,0.2,79
1911,4297,USC00513117,2014-05-20,0.05,72
1912,4300,USC00513117,2014-05-23,0.15,73
1913,4301,USC00513117,2014-05-24,0.01,74
1914,4302,USC00513117,2014-05-25,0.86,75
1915,4303,USC00513117,2014-05-26,0.28,75
1916,4304,USC00513117,2014-05-27,0.08,74
1917,4305,USC00513117,2014-05-28,0.14,76
1918,4306,USC00513117,2014-05-29,0.02,74
1919,4307,USC00513117,2014-05-30,0.05,74
1920,4308,USC00513117,2014-05-31,0.01,77
1921,4314,USC00513117,2014-06-06,0.13,74
1922,4315,USC00513117,2014-06-07,0.01,74
1923,4316,USC00513117,2014-06-08,0.02,75
1924,4317,USC00513117,2014-06-09,0.02,75
1925,4318,USC00513117,2014-06-10,0.1,72
1926,4319,USC00513117,2014-06-11,0.15,74
1927,4323,USC00513117,2014-06-15,0.01,75
1928,4324,USC00513117,2014-06-16,0.12,74
1929,4325,USC00513117,2014-06-17,0.05,72
1930,4326,USC00513117,2014-06-18,0.07,74
1931,4328,USC00513117,2014-06-20,0.29,70
1932,4329,USC00513117,2014-06-21,0.06,71
1933,4330,USC00513117,2014-06-22,0.15,72
1934,4331,USC00513117,2014-06-23,0.15,71
1935,4332,USC00513117,2014-06-24,0.1,73
1936,4333,USC00513117,2014-06-25,0.04,74
1937,4334,USC00513117,2014-06-26,0.04,72
1938,4335,USC00513117,2014-06-27,0.02,74
1939,4336,USC00513117,2014-06-28,0.25,76
1940,4337,USC00513117,2014-06-29,0.18,72
1941,4338,USC00513117,2014-06-30,0.03,75
1942,4339,USC00513117,2014-07-01,0.01,75
1943,4340,USC00513117,2014-07-02,0.02,76
1944,4341,USC00513117,2014-07-03,0.19,77
1945,4342,USC00513117,2014-07-04,0.03,78
1946,4343,USC00513117,2014-07-05,0.02,73
1947,4344,USC00513117,2014-07-06,0.21,76
1948,4345,USC00513117,2014-07-07,0.12,76
1949,4346,USC00513117,2014-07-08,0.08,75
1950,4347,USC00513117,2014-07-09,0.01,73
1951,4348,USC00513117,2014-07-10,0.02,74
1952,4349,USC00513117,2014-07-11,0.04,73
1953,4350,USC00513117,2014-07-12,0.01,76
1954,4351,USC00513117,2014-07-13,0.05,77
1955,4352,USC00513117,2014-07-14,0.19,77
1956,4353,USC00513117,2014-07-15,0.03,76
1957,4354,USC00513117,2014-07-16,0.12,76
1958,4355,USC00513117,2014-07-17,0.01,75
1959,4356,USC00513117,2014-07-18,0.13,75
1960,4358,USC00513117,2014-07-20,5.98,72
1961,4359,USC00513117,2014-07-21,0.05,82
1962,4360,USC00513117,2014-07-22,0.01,75
1963,4361,USC00513117,2014-07-23,0.31,76
1964,4364,USC00513117,2014-07-26,0.02,77
1965,4365,USC00513117,2014-07-27,0.04,78
1966,4371,USC00513117,2014-08-02,0.1,77
1967,4375,USC00513117,2014-08-06,0.04,74
1968,4376,USC00513117,2014-08-07,0.03,75
1969,4377,USC00513117,2014-08-08,0.08,76
1970,4378,USC00513117,2014-08-09,0.31,77
1971,4379,USC00513117,2014-08-10,0.06,79
1972,4382,USC00513117,2014-08-13,0.37,74
1973,4384,USC00513117,2014-08-15,0.01,77
1974,4385,USC00513117,2014-08-16,0.03,76
1975,4387,USC00513117,2014-08-18,0.06,77
1976,4389,USC00513117,2014-08-20,0.08,76
1977,4390,USC00513117,2014-08-21,0.11,75
1978,4391,USC00513117,2014-08-22,0.18,77
1979,4392,USC00513117,2014-08-23,0.01,76
1980,4393,USC00513117,2014-08-24,0.19,84
1981,4394,USC00513117,2014-08-25,0.07,74
1982,4395,USC00513117,2014-08-26,0.33,72
1983,4396,USC00513117,2014-08-27,0.47,74
1984,4397,USC00513117,2014-08-28,0.01,73
1985,4398,USC00513117,2014-08-29,0.06,72
1986,4399,USC00513117,2014-08-30,0.27,84
1987,4400,USC00513117,2014-08-31,0.01,74
1988,4401,USC00513117,2014-09-01,0.02,75
1989,4402,USC00513117,2014-09-02,1.37,73
1990,4403,USC00513117,2014-09-03,0.02,77
1991,4404,USC00513117,2014-09-07,0.29,76
1992,4406,USC00513117,2014-09-09,0.03,74
1993,4407,USC00513117,2014-09-10,0.04,77
1994,4409,USC00513117,2014-09-12,0.01,73
1995,4412,USC00513117,2014-09-15,0.36,74
1996,4414,USC00513117,2014-09-17,0.02,75
1997,4415,USC00513117,2014-09-18,0.2,74
1998,4416,USC00513117,2014-09-19,0.13,73
1999,4417,USC00513117,2014-09-20,0.23,76
2000,4419,USC00513117,2014-09-22,0.01,78
2001,4420,USC00513117,2014-09-23,0.03,77
2002,4422,USC00513117,2014-09-25,0.14,78
2003,4423,USC00513117,2014-09-26,0.3,77
2004,4424,USC00513117,2014-09-27,0.02,78
2005,4425,USC00513117,2014-09-28,0.23,74
2006,4426,USC00513117,2014-09-29,0.22,75
2007,4427,USC00513117,2014-09-30,0.31,73
2008,4428,USC00513117,2014-10-01,1.71,73
2009,4429,USC00513117,2014-10-02,0.01,75
2010,4430,USC00513117,2014-10-03,0.01,78
2011,4431,USC00513117,2014-10-04,0.33,74
2012,4432,USC00513117,2014-10-05,0.64,74
2013,4433,USC00513117,2014-10-06,0.26,74
2014,4435,USC00513117,2014-10-08,0.13,74
2015,4436,USC00513117,2014-10-09,0.01,76
2016,4437,USC00513117,2014-10-10,0.08,78
2017,4438,USC00513117,2014-10-11,0.02,77
2018,4441,USC00513117,2014-10-15,0.1,76
2019,4442,USC00513117,2014-10-16,0.01,79
2020,4443,USC00513117,2014-10-17,0.02,76
2021,4444,USC00513117,2014-10-18,0.21,80
2022,4445,USC00513117,2014-10-19,2.06,74
2023,4446,USC00513117,2014-10-20,1.84,76
2024,4448,USC00513117,2014-10-22,0.02,77
2025,4450,USC00513117,2014-10-24,0.41,74
2026,4451,USC00513117,2014-10-25,0.05,77
2027,4454,USC00513117,2014-10-28,0.06,73
2028,4456,USC00513117,2014-10-30,0.22,76
2029,4457,USC00513117,2014-10-31,0.02,76
2030,4458,USC00513117,2014-11-01,0.11,77
2031,4459,USC00513117,2014-11-02,0.11,75
2032,4460,USC00513117,2014-11-03,0.03,78
2033,4462,USC00513117,2014-11-05,0.05,77
2034,4463,USC00513117,2014-11-06,0.18,76
2035,4464,USC00513117,2014-11-07,0.14,72
2036,4465,USC00513117,2014-11-08,0.46,74
2037,4469,USC00513117,2014-11-12,0.41,70
2038,4471,USC00513117,2014-11-14,0.09,75
2039,4472,USC00513117,2014-11-15,1.03,71
2040,4473,USC00513117,2014-11-16,0.09,72
2041,4476,USC00513117,2014-11-19,0.01,75
2042,4477,USC00513117,2014-11-20,0.01,76
2043,4478,USC00513117,2014-11-21,0.01,81
2044,4481,USC00513117,2014-11-24,0.13,71
2045,4482,USC00513117,2014-11-25,0.05,70
2046,4483,USC00513117,2014-11-26,0.01,73
2047,4485,USC00513117,2014-11-28,0.01,73
2048,4486,USC00513117,2014-11-29,0.02,74
2049,4487,USC00513117,2014-11-30,0.15,73
2050,4490,USC00513117,2014-12-03,0.05,69
2051,4491,USC00513117,2014-12-04,1.35,67
2052,4492,USC00513117,2014-12-05,0.01,70
2053,4498,USC00513117,2014-12-11,0.05,74
2054,4499,USC00513117,2014-12-12,0.12,70
2055,4500,USC00513117,2014-12-13,0.03,73
2056,4501,USC00513117,2014-12-14,0.11,71
2057,4503,USC00513117,2014-12-16,0.03,71
2058,4504,USC00513117,2014-12-17,0.14,71
2059,4505,USC00513117,2014-12-18,0.09,72
2060,4506,USC00513117,2014-12-19,0.01,76
2061,4510,USC00513117,2014-12-23,1.1,70
2062,4511,USC00513117,2014-12-24,1.24,68
2063,4512,USC00513117,2014-12-25,0.09,77
2064,4518,USC00513117,2014-12-31,0.72,64
2065,4519,USC00513117,2015-01-01,0.01,64
2066,4520,USC00513117,2015-01-02,0.01,64
2067,4521,USC00513117,2015-01-03,1.46,63
2068,4522,USC00513117,2015-01-04,0.02,66
2069,4524,USC00513117,2015-01-06,0.07,69
2070,4528,USC00513117,2015-01-10,0.04,69
2071,4534,USC00513117,2015-01-16,0.01,71
2072,4542,USC00513117,2015-01-24,0.09,69
2073,4543,USC00513117,2015-01-25,0.46,67
2074,4544,USC00513117,2015-01-26,0.73,70
2075,4545,USC00513117,2015-01-27,0.01,71
2076,4546,USC00513117,2015-01-28,0.09,68
2077,4548,USC00513117,2015-01-30,0.02,65
2078,4553,USC00513117,2015-02-04,0.77,74
2079,4559,USC00513117,2015-02-10,0.1,70
2080,4563,USC00513117,2015-02-14,0.13,76
2081,4564,USC00513117,2015-02-15,0.8,61
2082,4569,USC00513117,2015-02-20,0.02,70
2083,4570,USC00513117,2015-02-21,0.76,69
2084,4575,USC00513117,2015-02-26,0.06,71
2085,4576,USC00513117,2015-02-27,0.08,70
2086,4577,USC00513117,2015-02-28,0.25,69
2087,4578,USC00513117,2015-03-01,0.27,72
2088,4579,USC00513117,2015-03-02,0.04,72
2089,4580,USC00513117,2015-03-03,0.02,73
2090,4581,USC00513117,2015-03-04,0.06,72
2091,4582,USC00513117,2015-03-05,0.52,69
2092,4583,USC00513117,2015-03-06,0.06,68
2093,4585,USC00513117,2015-03-08,0.01,65
2094,4587,USC00513117,2015-03-10,0.03,63
2095,4590,USC00513117,2015-03-13,0.02,62
2096,4593,USC00513117,2015-03-16,0.01,65
2097,4597,USC00513117,2015-03-20,0.11,70
2098,4598,USC00513117,2015-03-21,0.08,71
2099,4599,USC00513117,2015-03-22,0.05,73
2100,4602,USC00513117,2015-03-25,0.02,69
2101,4603,USC00513117,2015-03-26,0.06,70
2102,4606,USC00513117,2015-03-29,0.38,73
2103,4607,USC00513117,2015-03-30,0.02,71
2104,4608,USC00513117,2015-03-31,0.6,70
2105,4609,USC00513117,2015-04-01,0.24,73
2106,4610,USC00513117,2015-04-02,0.01,73
2107,4613,USC00513117,2015-04-05,0.06,74
2108,4616,USC00513117,2015-04-08,0.19,72
2109,4617,USC00513117,2015-04-09,0.03,72
2110,4620,USC00513117,2015-04-12,0.09,73
2111,4621,USC00513117,2015-04-13,0.03,72
2112,4622,USC00513117,2015-04-14,0.01,73
2113,4623,USC00513117,2015-04-15,0.05,74
2114,4624,USC00513117,2015-04-16,0.04,72
2115,4625,USC00513117,2015-04-17,0.01,73
2116,4626,USC00513117,2015-04-18,0.02,74
2117,4629,USC00513117,2015-04-21,0.04,73
2118,4630,USC00513117,2015-04-22,0.1,69
2119,4631,USC00513117,2015-04-23,0.02,71
2120,4632,USC00513117,2015-04-24,0.04,76
2121,4633,USC00513117,2015-04-25,0.01,74
2122,4635,USC00513117,2015-04-27,0.17,73
2123,4636,USC00513117,2015-04-28,0.09,73
2124,4637,USC00513117,2015-04-29,0.09,75
2125,4638,USC00513117,2015-04-30,0.03,76
2126,4639,USC00513117,2015-05-01,0.05,74
2127,4642,USC00513117,2015-05-05,0.02,75
2128,4645,USC00513117,2015-05-08,0.04,76
2129,4646,USC00513117,2015-05-09,0.13,74
2130,4647,USC00513117,2015-05-10,0.05,73
2131,4648,USC00513117,2015-05-11,0.02,74
2132,4651,USC00513117,2015-05-14,0.1,73
2133,4652,USC00513117,2015-05-15,0.02,72
2134,4653,USC00513117,2015-05-16,0.02,76
2135,4654,USC00513117,2015-05-17,0.01,73
2136,4655,USC00513117,2015-05-18,0.27,73
2137,4656,USC00513117,2015-05-19,0.02,73
2138,4657,USC00513117,2015-05-20,0.03,72
2139,4658,USC00513117,2015-05-21,0.06,68
2140,4660,USC00513117,2015-05-23,0.8,68
2141,4662,USC00513117,2015-05-25,0.01,72
2142,4663,USC00513117,2015-05-26,0.08,67
2143,4664,USC00513117,2015-05-27,0.07,67
2144,4665,USC00513117,2015-05-28,1.29,68
2145,4666,USC00513117,2015-05-29,0.01,68
2146,4668,USC00513117,2015-05-31,0.34,74
2147,4670,USC00513117,2015-06-04,0.27,72
2148,4674,USC00513117,2015-06-08,0.1,72
2149,4675,USC00513117,2015-06-09,0.05,74
2150,4676,USC00513117,2015-06-10,0.07,74
2151,4677,USC00513117,2015-06-11,0.1,72
2152,4680,USC00513117,2015-06-14,0.07,79
2153,4682,USC00513117,2015-06-16,0.14,75
2154,4683,USC00513117,2015-06-17,0.25,72
2155,4684,USC00513117,2015-06-18,0.14,74
2156,4685,USC00513117,2015-06-19,0.02,76
2157,4686,USC00513117,2015-06-20,0.04,76
2158,4687,USC00513117,2015-06-21,0.01,77
2159,4688,USC00513117,2015-06-22,0.01,75
2160,4689,USC00513117,2015-06-23,0.03,76
2161,4690,USC00513117,2015-06-24,0.14,75
2162,4691,USC00513117,2015-06-25,0.2,75
2163,4692,USC00513117,2015-06-26,0.1,76
2164,4693,USC00513117,2015-06-27,0.06,76
2165,4695,USC00513117,2015-07-06,0.01,78
2166,4697,USC00513117,2015-07-09,0.05,79
2167,4698,USC00513117,2015-07-10,0.29,77
2168,4699,USC00513117,2015-07-11,0.33,78
2169,4700,USC00513117,2015-07-12,0.3,77
2170,4701,USC00513117,2015-07-13,0.2,79
2171,4704,USC00513117,2015-07-18,0.07,78
2172,4705,USC00513117,2015-07-19,0.03,77
2173,4706,USC00513117,2015-07-20,0.03,77
2174,4707,USC00513117,2015-08-01,0.05,79
2175,4708,USC00513117,2015-08-02,0.02,80
2176,4709,USC00513117,2015-08-03,0.02,81
2177,4711,USC00513117,2015-08-05,0.02,77
2178,4712,USC00513117,2015-08-06,0.27,77
2179,4713,USC00513117,2015-08-07,0.3,77
2180,4714,USC00513117,2015-08-08,0.27,76
2181,4715,USC00513117,2015-08-10,0.01,79
2182,4716,USC00513117,2015-08-11,0.02,79
2183,4717,USC00513117,2015-08-12,0.09,79
2184,4718,USC00513117,2015-08-13,0.19,77
2185,4719,USC00513117,2015-08-14,0.21,78
2186,4720,USC00513117,2015-08-15,0.02,83
2187,4721,USC00513117,2015-08-17,0.51,74
2188,4722,USC00513117,2015-08-18,0.24,74
2189,4723,USC00513117,2015-08-19,0.02,76
2190,4724,USC00513117,2015-08-20,0.08,79
2191,4725,USC00513117,2015-08-21,0.05,83
2192,4726,USC00513117,2015-08-22,0.65,77
2193,4727,USC00513117,2015-08-23,0.33,73
2194,4728,USC00513117,2015-08-24,0.23,76
2195,4729,USC00513117,2015-08-25,0.52,76
2196,4730,USC00513117,2015-08-26,1.03,76
2197,4733,USC00513117,2015-08-29,0.25,81
2198,4735,USC00513117,2015-09-01,0.32,78
2199,4736,USC00513117,2015-09-02,0.28,79
2200,4737,USC00513117,2015-09-03,1.55,79
2201,4740,USC00513117,2015-09-06,0.71,76
2202,4741,USC00513117,2015-09-07,0.19,77
2203,4743,USC00513117,2015-09-10,0.06,78
2204,4744,USC00513117,2015-09-11,0.09,78
2205,4745,USC00513117,2015-09-12,2.7,80
2206,4746,USC00513117,2015-09-13,0.16,80
2207,4747,USC00513117,2015-09-14,0.63,78
2208,4748,USC00513117,2015-09-15,0.56,76
2209,4749,USC00513117,2015-09-16,0.06,79
2210,4750,USC00513117,2015-09-17,0.06,75
2211,4751,USC00513117,2015-09-18,0.08,78
2212,4753,USC00513117,2015-09-20,0.07,80
2213,4754,USC00513117,2015-09-21,0.07,80
2214,4755,USC00513117,2015-09-22,0.32,80
2215,4756,USC00513117,2015-09-23,0.3,78
2216,4757,USC00513117,2015-09-24,0.01,79
2217,4759,USC00513117,2015-09-26,0.36,79
2218,4760,USC00513117,2015-09-27,0.18,77
2219,4761,USC00513117,2015-09-28,0.17,77
2220,4762,USC00513117,2015-09-29,0.07,77
2221,4763,USC00513117,2015-09-30,0.17,80
2222,4765,USC00513117,2015-10-02,0.02,76
2223,4768,USC00513117,2015-10-05,0.4,76
2224,4769,USC00513117,2015-10-06,0.22,75
2225,4770,USC00513117,2015-10-07,0.22,75
2226,4771,USC00513117,2015-10-08,0.05,75
2227,4772,USC00513117,2015-10-09,0.03,75
2228,4773,USC00513117,2015-10-10,0.11,74
2229,4774,USC00513117,2015-10-11,0.09,81
2230,4775,USC00513117,2015-10-12,1.0,77
2231,4776,USC00513117,2015-10-13,1.7,75
2232,4777,USC00513117,2015-10-14,1.21,75
2233,4778,USC00513117,2015-10-15,0.81,74
2234,4779,USC00513117,2015-10-16,0.73,73
2235,4780,USC00513117,2015-10-17,0.1,79
2236,4781,USC00513117,2015-10-18,0.03,81
2237,4782,USC00513117,2015-10-19,0.18,75
2238,4783,USC00513117,2015-10-20,0.2,74
2239,4784,USC00513117,2015-10-21,0.02,76
2240,4786,USC00513117,2015-10-23,0.03,78
2241,4788,USC00513117,2015-10-25,0.03,75
2242,4789,USC00513117,2015-10-26,0.04,77
2243,4790,USC00513117,2015-10-27,0.06,77
2244,4791,USC00513117,2015-10-28,0.27,72
2245,4792,USC00513117,2015-10-29,0.02,74
2246,4793,USC00513117,2015-10-30,0.02,74
2247,4794,USC00513117,2015-10-31,0.22,78
2248,4795,USC00513117,2015-11-01,0.33,81
2249,4798,USC00513117,2015-11-04,0.03,78
2250,4799,USC00513117,2015-11-05,0.12,76
2251,4800,USC00513117,2015-11-06,0.12,77
2252,4801,USC00513117,2015-11-07,0.12,76
2253,4802,USC00513117,2015-11-08,0.3,77
2254,4803,USC00513117,2015-11-09,0.11,76
2255,4804,USC00513117,2015-11-10,0.06,78
2256,4806,USC00513117,2015-11-12,0.3,76
2257,4807,USC00513117,2015-11-13,0.1,75
2258,4808,USC00513117,2015-11-14,0.53,79
2259,4809,USC00513117,2015-11-15,0.08,79
2260,4811,USC00513117,2015-11-17,0.1,70
2261,4812,USC00513117,2015-11-18,0.1,81
2262,4813,USC00513117,2015-11-19,0.18,77
2263,4814,USC00513117,2015-11-20,0.68,73
2264,4815,USC00513117,2015-11-21,1.61,75
2265,4816,USC00513117,2015-11-22,0.8,73
2266,4817,USC00513117,2015-11-23,0.48,74
2267,4818,USC00513117,2015-11-24,1.7,74
2268,4819,USC00513117,2015-11-25,0.11,71
2269,4820,USC00513117,2015-11-26,0.36,73
2270,4821,USC00513117,2015-11-27,0.91,75
2271,4822,USC00513117,2015-11-28,0.07,77
2272,4823,USC00513117,2015-11-29,0.02,78
2273,4824,USC00513117,2015-11-30,0.03,76
2274,4825,USC00513117,2015-12-02,0.03,74
2275,4826,USC00513117,2015-12-03,0.08,75
2276,4827,USC00513117,2015-12-04,0.01,80
2277,4828,USC00513117,2015-12-05,0.28,72
2278,4829,USC00513117,2015-12-06,0.52,73
2279,4831,USC00513117,2015-12-08,0.08,69
2280,4832,USC00513117,2015-12-09,0.1,77
2281,4833,USC00513117,2015-12-10,0.08,74
2282,4835,USC00513117,2015-12-12,0.62,72
2283,4837,USC00513117,2015-12-14,0.69,69
2284,4838,USC00513117,2015-12-15,0.24,75
2285,4839,USC00513117,2015-12-16,0.08,75
2286,4840,USC00513117,2015-12-17,0.13,72
2287,4841,USC00513117,2015-12-18,0.28,73
2288,4842,USC00513117,2015-12-19,0.36,78
2289,4843,USC00513117,2015-12-20,0.2,75
2290,4844,USC00513117,2015-12-21,0.03,75
2291,4845,USC00513117,2015-12-22,0.01,74
2292,4846,USC00513117,2015-12-23,0.11,73
2293,4848,USC00513117,2015-12-25,0.52,70
2294,4849,USC00513117,2015-12-26,0.19,72
2295,4850,USC00513117,2015-12-27,0.25,74
2296,4851,USC00513117,2015-12-28,0.4,74
2297,4852,USC00513117,2015-12-29,0.11,67
2298,4853,USC00513117,2015-12-30,0.03,74
2299,4854,USC00513117,2015-12-31,0.06,70
2300,4855,USC00513117,2016-01-01,0.02,63
2301,4856,USC00513117,2016-01-02,0.01,73
2302,4859,USC00513117,2016-01-05,0.19,68
2303,4860,USC00513117,2016-01-06,0.3,70
2304,4861,USC00513117,2016-01-07,0.03,71
2305,4862,USC00513117,2016-01-08,0.01,69
2306,4864,USC00513117,2016-01-10,0.01,72
2307,4865,USC00513117,2016-01-11,0.01,72
2308,4866,USC00513117,2016-01-12,0.03,66
2309,4870,USC00513117,2016-01-16,0.03,72
2310,4871,USC00513117,2016-01-17,0.02,67
2311,4874,USC00513117,2016-01-20,0.02,67
2312,4875,USC00513117,2016-01-21,0.27,75
2313,4876,USC00513117,2016-01-22,0.01,70
2314,4879,USC00513117,2016-01-25,0.13,70
2315,4880,USC00513117,2016-01-26,0.16,77
2316,4887,USC00513117,2016-02-02,0.41,68
2317,4888,USC00513117,2016-02-03,0.25,71
2318,4892,USC00513117,2016-02-07,0.16,71
2319,4897,USC00513117,2016-02-12,0.07,74
2320,4898,USC00513117,2016-02-13,0.02,75
2321,4901,USC00513117,2016-02-16,0.05,75
2322,4902,USC00513117,2016-02-17,0.1,73
2323,4903,USC00513117,2016-02-18,0.02,74
2324,4904,USC00513117,2016-02-19,0.11,69
2325,4905,USC00513117,2016-02-20,0.07,76
2326,4906,USC00513117,2016-02-21,0.09,74
2327,4907,USC00513117,2016-02-22,0.05,74
2328,4911,USC00513117,2016-02-26,0.38,77
2329,4912,USC00513117,2016-02-27,0.08,76
2330,4922,USC00513117,2016-03-08,0.02,75
2331,4923,USC00513117,2016-03-09,0.15,74
2332,4925,USC00513117,2016-03-11,0.06,70
2333,4929,USC00513117,2016-03-15,0.3,66
2334,4930,USC00513117,2016-03-16,0.41,71
2335,4931,USC00513117,2016-03-17,0.02,69
2336,4932,USC00513117,2016-03-18,0.03,70
2337,4933,USC00513117,2016-03-19,0.02,70
2338,4935,USC00513117,2016-03-21,0.06,71
2339,4937,USC00513117,2016-03-23,1.78,66
2340,4938,USC00513117,2016-03-24,0.02,68
2341,4939,USC00513117,2016-03-25,1.9,70
2342,4940,USC00513117,2016-03-26,0.87,67
2343,4941,USC00513117,2016-03-27,0.01,67
2344,4943,USC00513117,2016-03-29,0.01,72
2345,4944,USC00513117,2016-03-30,0.02,66
2346,4947,USC00513117,2016-04-02,0.02,71
2347,4950,USC00513117,2016-04-05,0.2,69
2348,4951,USC00513117,2016-04-06,0.1,70
2349,4952,USC00513117,2016-04-07,0.12,68
2350,4953,USC00513117,2016-04-08,0.02,72
2351,4954,USC00513117,2016-04-09,0.66,72
2352,4955,USC00513117,2016-04-10,0.02,68
2353,4956,USC00513117,2016-04-11,0.08,72
2354,4957,USC00513117,2016-04-12,0.02,74
